timestamp,action,entry_price,exit_price,position_size,profit_loss
2024-01-02 02:00:00,sell,141.102,141.099,2147239.263803912,4565.290626938309
2024-01-02 02:05:00,sell,141.102,141.133,2147239.263803912,-2.0
